,GEO
21.0017163707095,52.2314057981037
21.0068688148316,52.2332658119407
21.0746074383869,52.2790054865787
21.0120824468674,52.2320822895085
21.0001250609641,52.2399573325692
21.0289443575093,52.2234181063203
21.0133994925779,52.2395281479973
21.134521354341,52.1814345911192
21.066007803753,52.2810702981357
21.0277345616915,52.2249691291014
21.1978283467684,52.2189889051416
21.0234051463481,52.221373411715
21.1459262629189,52.1729120547231
21.0676146368636,52.2837807110045
21.1880401151944,52.2195497370837
21.0283579816194,52.2313813963486
21.0056143625833,52.2297148451675
21.1621953201126,52.1734407190513
21.0573278489267,52.285131097862
21.0214787450605,52.2204868922848
21.0386818537395,52.2991801199643
21.1924862645008,52.181954285088
21.1483412511824,52.1905510962638
21.1849143699398,52.2054929984896
21.0149336763716,52.2215284758899
21.0598221132648,52.2991380820516
21.1666944860108,52.1954726629239
21.1500403431198,52.1865004934999
21.0071427581422,52.2283017548407
21.0113112077566,52.2261589497142
21.1450408445476,52.1717028094037
21.0265770876671,52.221159665375
21.0895710995072,52.2721359122032
21.0245065528986,52.2378651634231
21.1989658866301,52.1834099662886
21.0135819427981,52.235540516125
21.0762212884193,52.272227420737
21.0055657542294,52.2350859348802
21.0599144470645,52.282392370184
21.093195941248,52.2752418816602
21.1856078920215,52.2165979966917
21.0083538669103,52.2226949555567
21.0164588719942,52.2268472324451
21.0283271466806,52.2216961067868
21.009362828623,52.2251161494805
21.1868138049869,52.1881890726788
21.0371586550493,52.2752998694545
21.0281702168775,52.2283228057204
21.1882951877015,52.1808259320608
21.1506883870726,52.1710599267203
21.0401250803983,52.2760983530758
21.0091674979632,52.2260932059446
21.0030733944296,52.2324791911058
21.0450627419283,52.2915382712428
21.0250548739424,52.2265589094395
21.1832915790323,52.1751087747212
21.0056507859153,52.2345957521256
21.1924438203983,52.2078704825998
21.1817688722052,52.2003083045525
21.1874482687535,52.18750357165
21.0441905853548,52.2865081968601
21.0894765697443,52.2839100279147
21.1505633361628,52.2187792614149
21.0035988479452,52.2378943377081
21.0039224961691,52.2271149973525
21.0270522443273,52.2387054765876
21.0642374844383,52.2794847089355
21.0457080657268,52.2738655977324
21.085181909136,52.2999471376347
21.0661374686658,52.2760804807977
21.1619923333107,52.1984218327608
21.1755658880565,52.2046693368163
21.0127606793935,52.2257687741565
21.0332998775737,52.2878299054061
21.018387975866,52.2327970134607
21.1759245373532,52.1989977318258
21.0444711152045,52.2746968788537
21.0451654159068,52.274945303963
21.0625565231917,52.2869739519781
21.1485409491817,52.1790150413336
21.1372368924329,52.2145345298853
21.0409919362934,52.2953648744966
21.0213920752774,52.2245425436739
21.0827607507468,52.2906975447084
21.0096629715231,52.2364131126786
21.0482182234782,52.2881548290374
21.0227811103528,52.2285023561772
21.0719527391996,52.2875411340967
21.0535704303323,52.2917386312643
21.1733862210549,52.189420046825
21.1399829648314,52.1709927844745
21.0831519159907,52.2989499259274
21.1335892978581,52.2098321000976
21.0013337513637,52.2244415081525
21.0552090504323,52.2970915147685
21.1930543016884,52.1833767616353
21.173099865919,52.2045258184127
21.0975303908926,52.2803758714628
21.1676126275612,52.2019859737065
21.027529868383,52.2203874393366
21.1788992585242,52.1751556154154
21.1653572635707,52.2175731077138
21.1673984939624,52.2165771930176
21.0111238007336,52.2331724172365
21.1745775242317,52.1836156137916
21.0430877243006,52.2965905041364
21.0630974487169,52.2930497716274
21.0395458576712,52.2977027460723
21.0637210751045,52.2860652761837
21.0028487189359,52.2378568525333
21.0825643523294,52.2705588451144
21.0543595328624,52.2989742697682
21.1746421727436,52.1848050170275
21.0631083202478,52.2968790244916
21.0188321680282,52.2354935494484
21.046829397257,52.2704644099833
21.024567875935,52.2264420461841
21.1537275106711,52.2020479788352
21.0730373055697,52.2728376763454
21.1414393557012,52.212521620146
21.0203449835477,52.2342885928182
21.0014301789142,52.2362445793953
21.1502993557779,52.1958328833268
21.0035233136122,52.2301933111064
21.0138610455687,52.2224647541577
21.048706030529,52.295004009949
21.1795913757896,52.2151414314797
21.0271698779466,52.2330236869864
21.0170607329486,52.2320007009711
21.0729422311555,52.2947037511226
21.0638878550823,52.2895657253219
21.0234962199582,52.2215105244983
21.1760701675629,52.2069952358073
21.1576647147173,52.2162228233228
21.0552391517209,52.2867113784049
21.0424503604346,52.2741604043473
